name,category,address_std,gu,sigu,lat,lng,is_valid_location,COL_ADM_SE,station,station_exit,station_detail,source_file
바나나테라피,로드샵,서울특별시 강남구 봉은사로 지하 501,강남구,서울특별시 강남구,37.51263245,127.0533449,False,11230.0,삼성중앙역,삼성중앙역 6번출구,삼성중앙역 6번출구 도보 5분,f_clean_gmnara.csv
영앤핫 홈케어,홈타이,서울특별시 강남구 강남대로 지하 396,강남구,서울특별시 강남구,37.5000776,127.0385419,False,11230.0,강남역,,,f_clean_gmnara.csv
구인마사지,로드샵,서울특별시 강북구 도봉로 지하 50,강북구,서울특별시 강북구,37.61250931,127.0303168,False,11090.0,미아사거리역,미아사거리역 3번출구,미아사거리역3번출구,f_clean_gmnara.csv
5월스파,로드샵,서울특별시 강남구 학동로33길 15,강남구,서울특별시 강남구,37.515718,127.0322938,True,11230.0,,,,f_clean_gmnara.csv
더원왁싱,왁싱,서울특별시 강남구 강남대로 328,강남구,서울특별시 강남구,37.49674957,127.0285002,False,11230.0,강남역,강남역 3번출구,강남역3번출구,f_clean_gmnara.csv
강남 vip스웨디시&왁싱샵,로드샵,서울특별시 강남구 일원로 지하 2,강남구,서울특별시 강남구,37.49339458,127.0798116,False,11230.0,대청역,대청역 4번출구,대청역 4번출구로 나와서 직진,f_clean_gmnara.csv
강남일급수스웨디시,로드샵,서울특별시 강남구 학동로 지하 102,강남구,서울특별시 강남구,37.5111568,127.0210081,False,11230.0,논현역,논현역 7번출구,논혁역7번출구,f_clean_gmnara.csv
즐겨찾기,로드샵,서울특별시 서초구 강남대로 48-3,서초구,서울특별시 서초구,37.4692725,127.0399029,True,11220.0,,,양재동,f_clean_gmnara.csv
썬아로마,로드샵,서울특별시 강남구 강남대로 지하 396,강남구,서울특별시 강남구,37.5000776,127.0385419,False,11230.0,강남역,,강남역 부근,f_clean_gmnara.csv
라움테라피,로드샵,서울특별시 강남구 강남대로 328,강남구,서울특별시 강남구,37.5000776,127.0385419,False,11230.0,강남역,,강남역,f_clean_gmnara.csv
엠테라피,로드샵,서울특별시 강남구 강남대로 지하 396,강남구,서울특별시 강남구,37.5000776,127.0385419,False,11230.0,강남역,,강남역,f_clean_gmnara.csv
네오테라피,1인샵,서울특별시 강남구 봉은사로 지하 102,강남구,서울특별시 강남구,37.504598,127.02506,False,11230.0,신논현역,,역삼 신논현,f_clean_gmnara.csv
야놀자스웨디시,로드샵,서울특별시 강남구 도산대로 지하 102,강남구,서울특별시 강남구,37.51658024,127.0196706,False,11230.0,신사역,신사역 6번출구,신사역 6번출구,f_clean_gmnara.csv
별아로마,로드샵,서울특별시 강남구 강남대로 지하 396,강남구,서울특별시 강남구,37.5000776,127.0385419,False,11230.0,강남역,,강남역,f_clean_gmnara.csv
소망스웨디시,로드샵,서울특별시 서초구 남부순환로 지하 2585,서초구,서울특별시 서초구,37.4850169,127.0335328,False,11220.0,양재역,양재역 2번출구,양재역2번출구,f_clean_gmnara.csv
히트1인샵,1인샵,서울특별시 강북구 도봉로 지하 338,강북구,서울특별시 강북구,37.63825837,127.0256679,False,11090.0,수유역,수유역 7번출구,수유역 7번출구 도보4분,f_clean_gmnara.csv
수유역1인샵,1인샵,서울특별시 강북구 도봉로 308,강북구,서울특별시 강북구,37.635605,127.023922,False,11090.0,,,롯데시네마 수유점 도보3분,f_clean_gmnara.csv
럭키,로드샵,서울특별시 강북구 노해로 1,강북구,서울특별시 강북구,37.635665,127.0228443,True,11090.0,,,수유,f_clean_gmnara.csv
아리1인샵,1인샵,서울특별시 강북구 도봉로 지하 338,강북구,서울특별시 강북구,37.63721797,127.0245544,False,11090.0,수유역,수유역 5번출구,수유역 5번출구 도보8분,f_clean_gmnara.csv
핑크스웨디시,1인샵,,,,37.48397623,126.9299559,False,,신림역,신림역 2번출구,신림역 2번출구 도보2분,f_clean_gmnara.csv
수아1인샵,1인샵,서울특별시 관악구 난곡로 310,관악구,서울특별시 관악구,37.4815378,126.9147686,True,11210.0,,,난곡사거리 인근,f_clean_gmnara.csv
비타민왁싱케어,1인샵,,관악구,서울특별시 관악구,37.48438578,126.9292546,False,11210.0,신림역,신림역 5번출구,신림역 5번출구​,f_clean_gmnara.csv
관악신림청담스웨디시,로드샵,서울특별시 관악구 관천로 43,관악구,서울특별시 관악구,37.4831741,126.9263947,True,11210.0,,,B1,f_clean_gmnara.csv
비타500여성전용,홈타이,서울특별시 관악구 과천대로 855,관악구,서울특별시 관악구,,,False,11210.0,,,서울전지역,f_clean_gmnara.csv
황실스웨디시,로드샵,서울특별시 관악구 신림로 347,관악구,서울특별시 관악구,37.48403437,126.9292266,False,11210.0,신림역,신림역 4번출구,신림역 4번출구 도보3분,f_clean_gmnara.csv
신림올데이스웨디시,1인샵,서울특별시 관악구 신림로65길 20,관악구,서울특별시 관악구,37.4851382,126.9283894,True,11210.0,,,,f_clean_gmnara.csv
해피테라피,로드샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48500665,126.9027511,False,11170.0,구로디지털단지역,구로디지털단지역 6번출구,구로디지털단지역 6번출구 도보1분,f_clean_gmnara.csv
신림동이브테라피,타이,서울특별시 관악구 신림로 347,관악구,서울특별시 관악구,37.4867897,126.9276112,False,11210.0,신림역,,신림역과 당곡역 사이,f_clean_gmnara.csv
콜라1인샵,1인샵,서울특별시 관악구 신림로 347,관악구,서울특별시 관악구,37.48470147,126.9298224,False,11210.0,신림역,신림역 7번출구,신림역 7번출구 도보1분,f_clean_gmnara.csv
하트1인샵,1인샵,서울특별시 동작구 남부순환로 지하 2089,동작구,서울특별시 동작구,37.47509132,126.981499,False,11200.0,사당역,사당역 4번출구,사당역 4번출구 도보 2분,f_clean_gmnara.csv
태양1인샵,1인샵,서울특별시 관악구 신림로 347,관악구,서울특별시 관악구,37.48403437,126.9292266,False,11210.0,신림역,신림역 4번출구,신림역 4번출구,f_clean_gmnara.csv
에스포톤1인샵,1인샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48588145,126.9010256,False,11170.0,구로디지털단지역,구로디지털단지역 4번출구,구로디지털단지역 4번출구 도보1분,f_clean_gmnara.csv
유빈1인샵,1인샵,서울특별시 구로구 경인로 688,구로구,서울특별시 구로구,37.50913625,126.8906234,False,11170.0,신도림역,신도림역 5번출구,신도림역 5번출구,f_clean_gmnara.csv
쉼터스웨디시,로드샵,서울특별시 구로구 구로중앙로 174,구로구,서울특별시 구로구,37.50215416,126.881982,False,11170.0,구로역,구로역 1번출구,구로역 1번출구 도보5분,f_clean_gmnara.csv
마야왁싱,왁싱,서울특별시 구로구 경인로 688,구로구,서울특별시 구로구,37.50790295,126.8917901,False,11170.0,신도림역,신도림역 2번출구,신도림역 2번출구,f_clean_gmnara.csv
다현1인샵,1인샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48588145,126.9010256,False,11170.0,구로디지털단지역,구로디지털단지역 4번출구,구로디지털단지역 4번출구,f_clean_gmnara.csv
썸바디테라피,로드샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48510649,126.9009136,False,11170.0,구로디지털단지역,구로디지털단지역 2번출구,구로디지털단지역 2번출구 도보3분,f_clean_gmnara.csv
미소스웨디시,로드샵,서울특별시 구로구 도림천로 477,구로구,서울특별시 구로구,37.48489108,126.9019145,False,11170.0,구로디지털단지역,구로디지털단지역 1번출구,구로디지털단지역 1번출구,f_clean_gmnara.csv
로얄타이,로드샵,서울특별시 구로구 경인로 688,구로구,서울특별시 구로구,37.50790295,126.8917901,False,11170.0,신도림역,신도림역 2번출구,신도림역 2번출구 도보7분,f_clean_gmnara.csv
썸1인샵,1인샵,서울특별시 노원구 동일로 지하 1662,노원구,서울특별시 노원구,37.67898388,127.0551982,False,11110.0,수락산역,수락산역 6번출구,수락산역 6번출구,f_clean_gmnara.csv
체리,왁싱,서울특별시 동대문구 왕산로40길 2,동대문구,서울특별시 동대문구,37.5797653,127.0448313,True,11060.0,,,,f_clean_gmnara.csv
삼동타이,1인샵,서울특별시 동대문구 왕산로 지하 1,동대문구,서울특별시 동대문구,37.578486,127.0270996,False,11060.0,신설동역,,신설동역,f_clean_gmnara.csv
미사아로마,1인샵,서울특별시 동대문구 왕산로 지하 1,동대문구,서울특별시 동대문구,37.578486,127.0270996,False,11060.0,신설동역,,신설동역,f_clean_gmnara.csv
나우테라피,로드샵,서울특별시 마포구 새창로 38,마포구,서울특별시 마포구,37.5511348,126.9583888,False,11140.0,공덕역,,공덕역 부근,f_clean_gmnara.csv
쿠키,로드샵,서울특별시 마포구 마포대로 지하 100,마포구,서울특별시 마포구,37.5511348,126.9583888,False,11140.0,공덕역,,공덕역,f_clean_gmnara.csv
밀크,로드샵,서울특별시 마포구 신촌로 지하 90,마포구,서울특별시 마포구,37.5543865,126.9377806,False,11140.0,신촌역,,신촌역 부근,f_clean_gmnara.csv
나우테라피,로드샵,서울특별시 마포구 새창로 40,마포구,서울특별시 마포구,37.5412415,126.9540505,True,11140.0,,,지층,f_clean_gmnara.csv
앤타아로마,로드샵,서울특별시 성북구 길음로 2,성북구,서울특별시 성북구,37.6043522,127.0246772,True,11080.0,,,길음동,f_clean_gmnara.csv
유라스웨디시,로드샵,서울특별시 양천구 오목로 지하 245,양천구,서울특별시 양천구,37.526072,126.864301,False,11150.0,목동역,,목동역,f_clean_gmnara.csv
레슨1인샵,1인샵,서울특별시 은평구 진관2로 지하 15-25,은평구,서울특별시 은평구,37.63727375,126.9189244,True,11120.0,구파발역,구파발역 1번출구,구파발역 1번출구 도보5분,f_clean_gmnara.csv
여자친구,타이,서울특별시 은평구 연서로 58,은평구,서울특별시 은평구,37.60423921,126.9159338,True,11120.0,,,2층 힐링타이,f_clean_gmnara.csv
장미왁싱1인샵,왁싱,서울특별시 은평구 통일로82길 6-5,은평구,서울특별시 은평구,37.61846291,126.9215161,False,11120.0,연신내역,연신내역 4번출구,연신내역 4번출구 도보 3분,f_clean_gmnara.csv
미니1인샵,1인샵,서울특별시 은평구 통일로 지하 849,은평구,서울특별시 은평구,37.618812,126.920842,False,11120.0,연신내역,연신내역 1번출구,연신내역 1번출구,f_clean_gmnara.csv
오션1인샵,1인샵,서울특별시 은평구 통일로 지하 849,은평구,서울특별시 은평구,37.61867434,126.9210628,False,11120.0,연신내역,연신내역 5번출구,"연신내역 4번,5번출구 도보2분",f_clean_gmnara.csv
제이아로마,로드샵,서울특별시 은평구 통일로82길 6-5,은평구,서울특별시 은평구,37.61846291,126.9215161,False,11120.0,연신내역,연신내역 4번출구,연신내역 4번출구 도보5분,f_clean_gmnara.csv
1%테라피,로드샵,서울특별시 중구 다산로 지하 115,중구,서울특별시 중구,37.55497752,127.0109042,False,11020.0,약수역,약수역 3번출구,약수역 3번출구 도보6분,f_clean_gmnara.csv
헤라1인샵,1인샵,서울특별시 강동구 천호대로 지하 1097,강동구,서울특별시 강동구,37.5443765,127.1276202,False,11250.0,강동역,,강동역 인근,f_clean_gmnara.csv
해비아로마,로드샵,서울특별시 강동구 구천면로 77,강동구,서울특별시 강동구,37.5446679,127.1140379,True,11250.0,,,강동/천호,f_clean_gmnara.csv
꿀아로마,로드샵,서울특별시 강동구 양재대로 지하 1480,강동구,서울특별시 강동구,37.5396157,127.1459293,False,11250.0,길동역,,길동역 부근,f_clean_gmnara.csv
방콕스웨디시,로드샵,서울특별시 강동구 천호대로 지하 997,강동구,서울특별시 강동구,37.5443765,127.1276202,False,11250.0,천호역,,천호역 도보10분,f_clean_gmnara.csv
레몬테라피,로드샵,서울특별시 강동구 천호대로 지하 997,강동구,서울특별시 강동구,37.5443765,127.1276202,False,11250.0,강동역,,강동역/천호역 인근,f_clean_gmnara.csv
쿨타이,로드샵,서울특별시 강동구 천호대로 지하 997,강동구,서울특별시 강동구,37.5443765,127.1276202,False,11250.0,천호역,,천호역 3분거리,f_clean_gmnara.csv
NEW스웨디시,로드샵,서울특별시 강동구 양재대로 지하 1480,강동구,서울특별시 강동구,37.5396157,127.1459293,False,11250.0,길동역,,길동역 인근,f_clean_gmnara.csv
별이1인샵,1인샵,서울특별시 강서구 공항대로 지하 267,강서구,서울특별시 강서구,37.55884861,126.837504,False,11160.0,발산역,발산역 1번출구,발산역1번출구,f_clean_gmnara.csv
미래1인샵,1인샵,서울특별시 강서구 마곡중앙로 지하 135,강서구,서울특별시 강서구,37.567336,126.829497,False,11160.0,,,마곡나루역 근처,f_clean_gmnara.csv
연아1인샵,1인샵,서울특별시 강서구 공항대로 지하 267,강서구,서울특별시 강서구,37.5706297,126.8298909,False,11160.0,발산역,,발산역 인근,f_clean_gmnara.csv
쿨타이,타이,서울특별시 양천구 지양로 85,양천구,서울특별시 양천구,37.5226736,126.8325513,True,11150.0,,,2층 쿨타이,f_clean_gmnara.csv
세령1인샵,1인샵,서울특별시 강서구 마곡중앙로 지하 135,강서구,서울특별시 강서구,37.567336,126.829497,False,11160.0,,,마곡나루역 근처,f_clean_gmnara.csv
단비샵,로드샵,서울특별시 강서구 강서로 375,강서구,서울특별시 강서구,37.5591202,126.8381217,True,11160.0,,,마곡동,f_clean_gmnara.csv
시우1인샵,1인샵,서울특별시 강서구 마곡중앙로 지하 135,강서구,서울특별시 강서구,37.567336,126.829497,False,11160.0,,,마곡나루역 인근,f_clean_gmnara.csv
페라리스웨디시,로드샵,서울특별시 광진구 아차산로78길 162,광진구,서울특별시 광진구,37.5482549,127.1088096,True,11050.0,,,지하1층,f_clean_gmnara.csv
과일가게,로드샵,서울특별시 광진구 긴고랑로10길 18,광진구,서울특별시 광진구,37.5621617,127.0798918,True,11050.0,군자역,군자역 1번출구,군자역 1번출구,f_clean_gmnara.csv
심쿵테라피,로드샵,서울특별시 광진구 아차산로 384-1,광진구,서울특별시 광진구,37.5380692,127.0890292,False,11050.0,구의역,구의역 4번출구,구의역 4번출구,f_clean_gmnara.csv
방콕테라피,로드샵,서울특별시 광진구 광나루로 343,광진구,서울특별시 광진구,37.548551,127.068139,True,11050.0,,,군자동,f_clean_gmnara.csv
다바스웨디시,로드샵,서울특별시 구로구 구로중앙로28길 66,구로구,서울특별시 구로구,37.5000803,126.8893198,False,11170.0,,,구로구 보건소 도보1분,f_clean_gmnara.csv
유나비1인샵,로드샵,서울특별시 금천구 벚꽃로 309,금천구,서울특별시 금천구,37.4824123,126.8822401,True,11180.0,,,가산디지털 부근,f_clean_gmnara.csv
영아1인샵,1인샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,True,11220.0,,,서초구 서초동,f_clean_gmnara.csv
스타,로드샵,서울특별시 서초구 방배중앙로 173,서초구,서울특별시 서초구,37.4944751,126.9858508,True,11220.0,,,방배동 카페골목,f_clean_gmnara.csv
다정1인샵,1인샵,서울특별시 서초구 강남대로 48-3,서초구,서울특별시 서초구,37.4692725,127.0399029,True,11220.0,,,양재동,f_clean_gmnara.csv
낙원테라피,로드샵,서울특별시 서초구 매헌로 99,서초구,서울특별시 서초구,37.4697223,127.039453,False,11220.0,양재시민의숲역,양재시민의숲역 3번출구,양재시민의숲 옆 3번출구,f_clean_gmnara.csv
디올아로마,로드샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,True,11220.0,,,서초구 서초동,f_clean_gmnara.csv
캐슬스파,로드샵,서울특별시 서초구 과천대로 790,서초구,서울특별시 서초구,37.4615371,126.991632,True,11220.0,,,서초구 방배동,f_clean_gmnara.csv
별에스테틱,로드샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,True,11220.0,,,서초동,f_clean_gmnara.csv
낙원스웨디시,로드샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,True,11220.0,,,서초구 서초동,f_clean_gmnara.csv
블루아로마,로드샵,서울특별시 서초구 강남대로 241,서초구,서울특별시 서초구,37.4849982,127.0331464,True,11220.0,,,서초구 서초동,f_clean_gmnara.csv
이지스웨디시,1인샵,서울특별시 송파구 송파대로 지하 179,송파구,서울특별시 송파구,37.48605122,127.122148,False,11240.0,문정역,문정역 3번출구,문정역 3번출구 도보7길,f_clean_gmnara.csv
송파 모카스파,로드샵,,송파구,서울특별시 송파구,37.5209922,127.0991094,False,11240.0,몽촌토성역,,"몽촌토성역,잠실역 도보10분",f_clean_gmnara.csv
여신스파,로드샵,서울특별시 송파구 올림픽로 지하 383,송파구,서울특별시 송파구,37.517641,127.11274,False,11240.0,몽촌토성역,몽촌토성역 3번출구,몽촌토성역 3번출구 도보 5분,f_clean_gmnara.csv
주리1인샵,1인샵,서울특별시 송파구 송파대로 지하 82,송파구,서울특별시 송파구,37.47855999,127.1258271,False,11240.0,장지역,장지역 4번출구,장지역 4번출구 도보5분,f_clean_gmnara.csv
여왕1인샵,1인샵,,송파구,서울특별시 송파구,37.48657407,127.1218944,False,11240.0,문정역,문정역 4번출구,문정역 4번출구 도보10분 문정역 4번출구 도보10분,f_clean_gmnara.csv
송파 1인샵몽(夢)스웨디시,1인샵,서울특별시 송파구 올림픽로34길 5-13,송파구,서울특별시 송파구,37.5162865,127.1111665,True,11240.0,,,상세주소 문의,f_clean_gmnara.csv
갤럭시스파,로드샵,서울특별시 송파구 올림픽로 지하 140,송파구,서울특별시 송파구,37.5114473,127.084734,False,11240.0,잠실새내역,잠실새내역 4번출구,잠실새내역 4번출구 도보5분,f_clean_gmnara.csv
문정스웨디시,1인샵,서울특별시 송파구 법원로 55,송파구,서울특별시 송파구,37.47977784,127.1222846,False,11240.0,,,문정 스타벅스 송파아이파크점 도보 1분,f_clean_gmnara.csv
미미1인샵,1인샵,서울특별시 송파구 올림픽로 지하 23,송파구,서울특별시 송파구,37.51106482,127.0775231,False,11240.0,종합운동장역,종합운동장역 9번출구,종합운동장역 9번출구 도보5분,f_clean_gmnara.csv
하나1인샵,1인샵,서울특별시 송파구 올림픽로 지하 23,송파구,서울특별시 송파구,37.51106482,127.0775231,False,11240.0,종합운동장역,종합운동장역 9번출구,종합운동장역 9번출구 도보5분,f_clean_gmnara.csv
모모1인샵,1인샵,서울특별시 송파구 송파대로 지하 82,송파구,서울특별시 송파구,37.47855999,127.1258271,False,11240.0,장지역,장지역 4번출구,장지역 4번출구 도보7분,f_clean_gmnara.csv
Y테라피,로드샵,서울특별시 송파구 올림픽로 지하 383,송파구,서울특별시 송파구,37.51712755,127.1124198,False,11240.0,몽촌토성역,몽촌토성역 3번출구,방이 몽촌토성역 3번출구 도보2분,f_clean_gmnara.csv
립스틱테라피,로드샵,서울특별시 송파구 송파대로 지하 179,송파구,서울특별시 송파구,37.48605122,127.122148,False,11240.0,문정역,문정역 3번출구,문정역 3번출구 도보3분,f_clean_gmnara.csv
태이1인샵,1인샵,서울특별시 송파구 잠실역광장 24,송파구,서울특별시 송파구,37.51450833,127.1045716,False,11240.0,잠실역,잠실역 10번출구,잠실역 10번출구 도보5분,f_clean_gmnara.csv
빛나1인샵,1인샵,서울특별시 영등포구 당산로 229,영등포구,서울특별시 영등포구,37.5346602,126.9028802,False,11190.0,당산역,,당산역 근처,f_clean_gmnara.csv
영스파,로드샵,서울특별시 영등포구 양산로 지하 200,영등포구,서울특별시 영등포구,37.52254883,126.904962,False,11190.0,영등포시장역,영등포시장역 4번출구,4번출구 1분거리,f_clean_gmnara.csv
L2스웨디시,로드샵,서울특별시 영등포구 국제금융로 108,영등포구,서울특별시 영등포구,37.5187228,126.9335595,True,11190.0,,,미라클빌딩 지하1층,f_clean_gmnara.csv
코코테라피,로드샵,서울특별시 영등포구 의사당대로 지하 166,영등포구,서울특별시 영등포구,37.517274,126.928422,False,11190.0,샛강역,,샛강역 부근,f_clean_gmnara.csv
테란1인샵,1인샵,서울특별시 영등포구 경인로114길 19,영등포구,서울특별시 영등포구,37.5181152,126.9155045,True,11190.0,,,영등포 로터리 인근,f_clean_gmnara.csv
미미1인샵,1인샵,서울특별시 영등포구 양산로 지하 200,영등포구,서울특별시 영등포구,37.5210747,126.9066805,False,11190.0,영등포시장역,,영등포시장역 인근,f_clean_gmnara.csv
비타민스웨디시,1인샵,서울특별시 종로구 종로 지하 55,종로구,서울특별시 종로구,37.5700105,126.9821081,False,11010.0,종각역,,종각역인근,f_clean_gmnara.csv
mong테라피,로드샵,서울특별시 종로구 종로 지하 55,종로구,서울특별시 종로구,37.5700105,126.9821081,False,11010.0,종각역,,종각역인근,f_clean_gmnara.csv
힐링테라피,1인샵,서울특별시 중랑구 망우로 297,중랑구,서울특별시 중랑구,37.5967657,127.0860297,False,11070.0,,,상세주소 유선문의,f_clean_gmnara.csv
하루1인샵,1인샵,서울특별시 중랑구 망우로 297,중랑구,서울특별시 중랑구,37.5967657,127.0860297,False,11070.0,상봉역,,상봉역,f_clean_gmnara.csv
홍대입구,마사지,서울특별시 마포구 서교동 (상세주소 문의),마포구,서울특별시 마포구,37.55632674,126.9226989,False,11140.0,홍대입구역,홍대입구역 1번 출구,홍대입구역 1번 출구 도보 1분,f_clean_makangs.csv
논현왓포타이마사지,마사지,서울특별시 강남구 논현동 182-25번지 화랑닭발 4층,강남구,서울특별시 강남구,37.506906,127.0249521,True,11230.0,,,,f_clean_makangs.csv
두바이테라피,마사지,서울특별시 금천구 벚꽃로40길 3,금천구,서울특별시 금천구,37.4821631,126.8831475,True,11180.0,가산디지털단지역,가산디지털단지역 2번 출구,가산디지털단지역 2번 출구 도보 3분,f_clean_makangs.csv
타이365,마사지,서울특별시 서대문구 연세로 4길 19 3층,서대문구,서울특별시 서대문구,37.557395,126.9378107,True,11130.0,,,,f_clean_makangs.csv
풋앤조이,마사지,서울특별시 은평구 연서로211 하경빌딩 4층,은평구,서울특별시 은평구,37.6173886,126.9191405,True,11120.0,,,,f_clean_makangs.csv
사월왁싱,왁싱,서울특별시 강남구 역삼로3길 17-6,강남구,서울특별시 강남구,37.4947016,127.0305955,True,11230.0,,,,f_clean_makangs.csv
시온타이,마사지,"서울특별시 종로구 종로10길14, 4층",종로구,서울특별시 종로구,37.5693949,126.9843006,True,11010.0,,,,f_clean_makangs.csv
왁싱맨,왁싱,서울특별시 강남구 강남대로84길 23,강남구,서울특별시 강남구,37.4971347,127.0303771,True,11230.0,,,,f_clean_makangs.csv
이모꾸비,왁싱,서울특별시 은평구 진흥로 17 역촌동 43-47 2층,은평구,서울특별시 은평구,37.6056596,126.9216362,True,11120.0,,,,f_clean_makangs.csv
업클로즈왁싱,왁싱,서울특별시 강남구 삼성로71길 32,강남구,서울특별시 강남구,37.5017175,127.056292,True,11230.0,,,,f_clean_makangs.csv
퀸슈가링왁싱,왁싱,서울특별시 강남구 압구정로46길 5-6,강남구,서울특별시 강남구,37.5279733,127.0372002,True,11230.0,압구정로데오역,압구정로데오역 6번 출구,압구정로데오역 6번 출구 3분 거리,f_clean_makangs.csv
입소문왁싱,왁싱,서울특별시 강남구 테헤란로55길 17,강남구,서울특별시 강남구,37.5056561,127.0470619,True,11230.0,,,,f_clean_makangs.csv
LBL왁싱,왁싱,서울특별시 용산구 우사단로 40 이태원동 136-46 킹클럽 3층,용산구,서울특별시 용산구,37.5336988,126.9958501,True,11030.0,,,,f_clean_makangs.csv
우먼뷰티끄,왁싱,서울특별시 강남구 테헤란로55길 17,강남구,서울특별시 강남구,37.5056561,127.0470619,True,11230.0,,,,f_clean_makangs.csv
파리스왁싱태닝,왁싱,서울특별시 서초구 반포대로12길 14 서초동 1585-14 성암빌딩 5층,서초구,서울특별시 서초구,37.4847084,127.012139,True,11220.0,,,,f_clean_makangs.csv
뽐누왁싱,왁싱,서울특별시 강남구 삼성로103길 12,강남구,서울특별시 강남구,37.5103886,127.053406,True,11230.0,,,,f_clean_makangs.csv
워너비왁싱,왁싱,서울특별시 강남구 논현로158길 9,강남구,서울특별시 강남구,37.5221934,127.02921,True,11230.0,,,,f_clean_makangs.csv
W왁싱,왁싱,서울특별시 서초구 서초중앙로 95 서초동 1576-8 거북빌딩 2층,서초구,서울특별시 서초구,37.49036299999999,127.0139508,True,11220.0,,,,f_clean_makangs.csv
마이뷰티,왁싱,서울특별시 강서구 강서로18길 21,강서구,서울특별시 강서구,37.5340488,126.8468367,True,11160.0,,,,f_clean_makangs.csv
늘솜피다,왁싱,서울특별시 강서구 마곡중앙4로 18,강서구,서울특별시 강서구,37.5585279,126.8286072,True,11160.0,,,,f_clean_makangs.csv
왁싱앤라인,왁싱,서울특별시 마포구 어울마당로 94-7 서교동 358-111 대유빌딩 5층,마포구,서울특별시 마포구,37.5532731,126.9223807,True,11140.0,,,,f_clean_makangs.csv
우하뷰티랩,왁싱,서울특별시 강서구 공항대로 205,강서구,서울특별시 강서구,37.5597685,126.830427,True,11160.0,,,,f_clean_makangs.csv
일로왁싱,왁싱,서울특별시 마포구 홍익로6길 46 동교동 164-20 3층,마포구,서울특별시 마포구,37.5560912,126.9240877,True,11140.0,,,,f_clean_makangs.csv
홍대THENEW스웨디시&로미,마사지,서울특별시 마포구 양화로16길 14,마포구,서울특별시 마포구,37.55333419999999,126.9204042,True,11140.0,홍대입구역,홍대입구역 9번 출구,홍대입구역 9번 출구 도보 7분,f_clean_makangs.csv
스파이레,에스테틱,서울특별시 강남구 언주로 314,강남구,서울특별시 강남구,37.4959548,127.0466573,True,11230.0,,,,f_clean_makangs.csv
라벨르,에스테틱,서울특별시 강남구 강남대로84길 8,강남구,서울특별시 강남구,37.4964685,127.0293367,True,11230.0,,,,f_clean_makangs.csv
업클로즈뷰티에스테틱,에스테틱,서울특별시 강남구 삼성로71길 32,강남구,서울특별시 강남구,37.5017175,127.056292,True,11230.0,,,,f_clean_makangs.csv
비엘에스테틱,에스테틱,서울특별시 강남구 강남대로92길 13,강남구,서울특별시 강남구,37.4990416,127.0285148,True,11230.0,,,,f_clean_makangs.csv
아이리스뷰티,에스테틱,서울특별시 강남구 역삼로63길 20,강남구,서울특별시 강남구,37.5024188,127.0521821,True,11230.0,,,,f_clean_makangs.csv
뷰티라인업,에스테틱,서울특별시 강남구 강남대로96길 12,강남구,서울특별시 강남구,37.4997177,127.0279918,True,11230.0,,,,f_clean_makangs.csv
신라에스테,에스테틱,서울특별시 중구 명동8가길 42 충무로2가 62-5 2층,중구,서울특별시 중구,37.5616933,126.9873971,True,11020.0,,,,f_clean_makangs.csv
벨라인에스테틱,에스테틱,서울특별시 강남구 역삼로69길 27,강남구,서울특별시 강남구,37.5034458,127.0538707,True,11230.0,,,,f_clean_makangs.csv
시몬말레에스테틱,에스테틱,서울특별시 강남구 논현로98길 5,강남구,서울특별시 강남구,37.5037241,127.03612,True,11230.0,,,,f_clean_makangs.csv
헤라에스테,에스테틱,서울특별시 중구 명동8가길 37,중구,서울특별시 중구,37.5619266,126.9871365,True,11020.0,,,,f_clean_makangs.csv
피토메르,에스테틱,서울특별시 강남구 선릉로 514,강남구,서울특별시 강남구,37.5056221,127.0488953,True,11230.0,,,,f_clean_makangs.csv
거꾸로가는시간,에스테틱,서울특별시 강남구 선릉로 520,강남구,서울특별시 강남구,37.505996,127.048496,True,11230.0,,,,f_clean_makangs.csv
뷰티플래너,에스테틱,서울특별시 서초구 사평대로56길 7,서초구,서울특별시 서초구,37.5032198,127.0235681,True,11220.0,,,,f_clean_makangs.csv
더윤에스테틱,에스테틱,서울특별시 강남구 테헤란로 532,강남구,서울특별시 강남구,37.5082136,127.0622783,True,11230.0,,,,f_clean_makangs.csv
삿에스떼,에스테틱,서울특별시 강남구 삼성로96길 15,강남구,서울특별시 강남구,37.5091486,127.0569888,True,11230.0,,,,f_clean_makangs.csv
슈가스킨앤바디,에스테틱,서울특별시 강남구 언주로108길 21-6,강남구,서울특별시 강남구,37.5089474,127.0409984,True,11230.0,,,,f_clean_makangs.csv
