name,category,address_std,gu,sigu,lat,lng,is_valid_location,COL_ADM_SE,station,station_exit,station_detail,source_file
박수정청담뷰티센터,에스테틱,서울특별시 강남구 학동로77길 10,강남구,서울특별시 강남구,37.51950590000001,127.0492833,True,11230.0,,,,f_clean_makangs.csv
에너지명가,에스테틱,서울특별시 강남구 삼성로145길 11-4,강남구,서울특별시 강남구,37.5222635,127.0469306,True,11230.0,,,,f_clean_makangs.csv
디오리엔탈스파,에스테틱,서울특별시 강남구 논현로175길 69,강남구,서울특별시 강남구,37.5238505,127.0234579,True,11230.0,,,,f_clean_makangs.csv
스킨포에버,에스테틱,서울특별시 강남구 압구정로14길 6,강남구,서울특별시 강남구,37.5238624,127.0229512,True,11230.0,,,,f_clean_makangs.csv
아이스타뷰티라운지,에스테틱,서울특별시 강남구 언주로172길 11,강남구,서울특별시 강남구,37.5279482,127.0347797,True,11230.0,,,,f_clean_makangs.csv
김수연뷰티캐슬,에스테틱,서울특별시 강남구 언주로173길 19,강남구,서울특별시 강남구,37.5278704,127.0318886,True,11230.0,,,,f_clean_makangs.csv
빈에스테틱,에스테틱,서울특별시 강동구 천호대로170길 34,강동구,서울특별시 강동구,37.5339151,127.1326027,True,11250.0,,,,f_clean_makangs.csv
리본에스테틱,에스테틱,서울특별시 강동구 천호대로 1073,강동구,서울특별시 강동구,37.5366371,127.1313827,True,11250.0,,,,f_clean_makangs.csv
플로,마사지,서울특별시 광진구 화양동 49-18,광진구,서울특별시 광진구,37.5419775,127.0654986,True,11050.0,,,,f_clean_makangs.csv
에스더스킨앤바디,에스테틱,서울특별시 강동구 구천면로 424,강동구,서울특별시 강동구,37.5503165,127.1455692,True,11250.0,,,,f_clean_makangs.csv
이브미슬림,에스테틱,서울특별시 강동구 구천면로 431-6,강동구,서울특별시 강동구,37.550464,127.1467143,True,11250.0,,,,f_clean_makangs.csv
비올채스킨테라피,에스테틱,서울특별시 강서구 화곡로55길 12,강서구,서울특별시 강서구,37.5524778,126.8492055,True,11160.0,,,,f_clean_makangs.csv
에뜨네르,에스테틱,서울특별시 종로구 종로 19 종로1가 24 르메이에르종로타운1 5층,종로구,서울특별시 종로구,37.5704585,126.9798503,True,11010.0,,,,f_clean_makangs.csv
올리니끄,에스테틱,서울특별시 은평구 통일로72길 17-4 불광동 296-12,은평구,서울특별시 은평구,37.6174529,126.9251598,True,11120.0,,,,f_clean_makangs.csv
예쁘다스킨케어,에스테틱,서울특별시 은평구 갈현로11길 14 구산동 177-83 파크원 1층 예쁘다스킨케어,은평구,서울특별시 은평구,37.6054552,126.9090147,True,11120.0,,,,f_clean_makangs.csv
명동에스테틱,에스테틱,서울특별시 용산구 새창로14길 50 용문동 41-2 경인약국 2층,용산구,서울특별시 용산구,37.537369,126.959454,True,11030.0,,,,f_clean_makangs.csv
오스킨앤스파,에스테틱,서울특별시 영등포구 양평로 127 양평동5가 26-8 4층,영등포구,서울특별시 영등포구,37.5413648,126.894057,True,11190.0,,,,f_clean_makangs.csv
바비스킨,에스테틱,서울특별시 양천구 목동서로 213 목동 923,양천구,서울특별시 양천구,37.5280364,126.8706267,True,11150.0,,,,f_clean_makangs.csv
다해에스테틱,에스테틱,서울특별시 송파구 동남로 202 가락동 193-3 광성빌딩 2층,송파구,서울특별시 송파구,37.49535180000001,127.1311233,True,11240.0,,,,f_clean_makangs.csv
최성희SB에스테틱,에스테틱,서울특별시 송파구 가락로 141 송파동 95-54 3층,송파구,서울특별시 송파구,37.5092792,127.1135122,True,11240.0,,,,f_clean_makangs.csv
일므이에스테틱,에스테틱,서울특별시 송파구 백제고분로7길 50,송파구,서울특별시 송파구,37.5106944,127.0842873,True,11240.0,,,,f_clean_makangs.csv
스킨포유,에스테틱,서울특별시 강서구 강서로56길 17,강서구,서울특별시 강서구,37.5599625,126.8403501,True,11160.0,,,,f_clean_makangs.csv
뷰티진스킨케어,에스테틱,서울특별시 강서구 공항대로 209,강서구,서울특별시 강서구,37.5597226,126.830889,True,11160.0,,,,f_clean_makangs.csv
우하뷰티랩,에스테틱,서울특별시 강서구 공항대로 205,강서구,서울특별시 강서구,37.5597685,126.830427,True,11160.0,,,,f_clean_makangs.csv
바이제이뷰티,에스테틱,서울특별시 강서구 마곡중앙로 171,강서구,서울특별시 강서구,37.56904660000001,126.8277777,True,11160.0,,,,f_clean_makangs.csv
타라테라피,에스테틱,서울특별시 성북구 화랑로11길 26 하월곡동 227 월곡갑을명가 2층,성북구,서울특별시 성북구,37.6032772,127.0421199,True,11080.0,,,,f_clean_makangs.csv
하라에스테틱,에스테틱,서울특별시 관악구 난곡로66가길 17,관악구,서울특별시 관악구,37.4832993,126.9144837,True,11210.0,,,,f_clean_makangs.csv
오늘피부맑음,에스테틱,서울특별시 광진구 뚝섬로52다길 8,광진구,서울특별시 광진구,37.5302148,127.0791749,True,11050.0,,,,f_clean_makangs.csv
올가드림뷰티,에스테틱,서울특별시 광진구 자양로28길 90,광진구,서울특별시 광진구,37.5414627,127.0892259,True,11050.0,,,,f_clean_makangs.csv
얼짱몸짱,에스테틱,서울특별시 구로구 남부순환로97길 12,구로구,서울특별시 구로구,37.4941566,126.8587013,True,11170.0,,,,f_clean_makangs.csv
이끌림에스테틱,에스테틱,서울특별시 구로구 경서로5길 8,구로구,서울특별시 구로구,37.5015771,126.8582419,True,11170.0,개봉역,개봉역 2번 출구,개봉역 2번 출구 도보 17분,f_clean_makangs.csv
명품피부관리,에스테틱,서울특별시 노원구 동일로216길 92,노원구,서울특별시 노원구,37.6516527,127.0674223,True,11110.0,,,,f_clean_makangs.csv
뷰티플래너,에스테틱,서울특별시 노원구 동일로 1393,노원구,서울특별시 노원구,37.6529411,127.0605151,True,11110.0,,,,f_clean_makangs.csv
정윤희뷰티,에스테틱,서울특별시 노원구 동일로218길 17,노원구,서울특별시 노원구,37.6539147,127.0619142,True,11110.0,,,,f_clean_makangs.csv
수스킨케어,에스테틱,서울특별시 노원구 동일로 1541,노원구,서울특별시 노원구,37.6658552,127.0570269,True,11110.0,,,,f_clean_makangs.csv
로즈마리에스테틱,에스테틱,서울특별시 도봉구 도봉로 476,도봉구,서울특별시 도봉구,37.6479176,127.0347727,True,11100.0,,,,f_clean_makangs.csv
스킨앤스파,에스테틱,서울특별시 동대문구 왕산로 210,동대문구,서울특별시 동대문구,37.5809769,127.0469926,True,11060.0,,,,f_clean_makangs.csv
전스에스테틱,에스테틱,서울특별시 동작구 사당로16길 34,동작구,서울특별시 동작구,37.4822219,126.9726932,True,11200.0,,,,f_clean_makangs.csv
이브스킨아트,왁싱,서울특별시 중구 명동10길 25-1,중구,서울특별시 중구,37.5626691,126.9855941,True,11020.0,,,,f_clean_makangs.csv
율뷰티앤힐링,에스테틱,서울특별시 마포구 마포대로 109,마포구,서울특별시 마포구,37.544931,126.9505963,True,11140.0,,,,f_clean_makangs.csv
아울스파,왁싱,서울특별시 중구 남대문로9길 40,중구,서울특별시 중구,37.5671407,126.9803407,True,11020.0,,,,f_clean_makangs.csv
김선아에스테틱,에스테틱,서울특별시 마포구 마포대로 214,마포구,서울특별시 마포구,37.5528629,126.9571955,True,11140.0,,,,f_clean_makangs.csv
트랑스파랑,에스테틱,서울특별시 서초구 방배천로2안길 51 방배동 451-19 1층,서초구,서울특별시 서초구,37.4792489,126.9838269,True,11220.0,,,,f_clean_makangs.csv
힐링,왁싱,서울특별시 송파구 올림픽로12길 35-1,송파구,서울특별시 송파구,37.5083766,127.0836556,True,11240.0,,,,f_clean_makangs.csv
르미뷰티,왁싱,서울특별시 송파구 백제고분로7길 41,송파구,서울특별시 송파구,37.5109289,127.0836439,True,11240.0,,,,f_clean_makangs.csv
이모아에스테틱,에스테틱,서울특별시 마포구 월드컵로 190,마포구,서울특별시 마포구,37.5641963,126.9032758,True,11140.0,,,,f_clean_makangs.csv
박성희명품에스테틱,에스테틱,서울특별시 서초구 서초대로 3-4 방배동 3001-2 방배디오슈페리움1 B 705호,서초구,서울특별시 서초구,37.4859814,126.9830639,True,11220.0,,,,f_clean_makangs.csv
위치스터치스킨,마사지,서울특별시 서초구 강남대로 515,서초구,서울특별시 서초구,37.50801999999999,127.0223194,True,11220.0,논현역,논현역 3번 출구,논현역 3번 출구 도보 4분,f_clean_makangs.csv
얼굴선햅번스타일,에스테틱,서울특별시 서초구 신반포로47길 12 잠원동 38-17 유봉빌딩 5층,서초구,서울특별시 서초구,37.5113432,127.0196227,True,11220.0,,,,f_clean_makangs.csv
스파드자이,마사지,서울특별시 강남구 도곡로 147 역삼동 840-10 지하 1층,강남구,서울특별시 강남구,37.4911644,127.0360184,True,11230.0,,,,f_clean_makangs.csv
르수아,마사지,서울특별시 강남구 도곡로18길 13,강남구,서울특별시 강남구,37.49043470000001,127.0383401,True,11230.0,양재역,양재역 4번 출구,양재역 4번 출구 도보 14분,f_clean_makangs.csv
힐링아로마,마사지,서울특별시 중랑구 동일로 884,중랑구,서울특별시 중랑구,37.6092668,127.0783127,True,11070.0,,,,f_clean_makangs.csv
바디앤풋,마사지,서울특별시 서초구 강남대로39길 5,서초구,서울특별시 서초구,37.4861509,127.0326123,True,11220.0,,,,f_clean_makangs.csv
교대명가,마사지,서울특별시 서초구 반포대로26길 49,서초구,서울특별시 서초구,37.4911474,127.0118573,True,11220.0,,,,f_clean_makangs.csv
베트남황제힐링케어,마사지,서울특별시 구로구 디지털로32길 92,구로구,서울특별시 구로구,37.4827057,126.899931,True,11170.0,,,,f_clean_makangs.csv
차이나랜드,마사지,서울특별시 광진구 동일로22길 68,광진구,서울특별시 광진구,37.541408,127.0678305,True,11050.0,,,,f_clean_makangs.csv
건강원중국전통,마사지,서울특별시 영등포구 대림로22길 33,영등포구,서울특별시 영등포구,37.4953996,126.9040298,True,11190.0,,,,f_clean_makangs.csv
청룡중국전통발관리,마사지,서울특별시 관악구 관악로 199,관악구,서울특별시 관악구,37.4830574,126.9535869,True,11210.0,,,,f_clean_makangs.csv
허니테라피,마사지,서울특별시 송파구 송파대로28길 27,송파구,서울특별시 송파구,37.495064,127.1204364,True,11240.0,,,,f_clean_makangs.csv
명손마사지,마사지,서울특별시 영등포구 당산로28길 2,영등포구,서울특별시 영등포구,37.5247319,126.8967247,True,11190.0,,,,f_clean_makangs.csv
아울스파&에스테틱,마사지,서울특별시 중구 남대문로9길 40,중구,서울특별시 중구,37.5671407,126.9803407,True,11020.0,,,,f_clean_makangs.csv
포시즌체형관리,마사지,서울특별시 동작구 성대로1길 16 2층,동작구,서울특별시 동작구,37.5008466,126.9338871,True,11200.0,,,,f_clean_makangs.csv
달보드레뷰티,왁싱,서울특별시 동대문구 무학로36길 42,동대문구,서울특별시 동대문구,37.5774445,127.032852,True,11060.0,,,,f_clean_makangs.csv
베트남힐링케어,마사지,서울특별시 송파구 오금로11길 33 방이동 39-2 신동아타워 2층,송파구,서울특별시 송파구,37.5156148,127.1105994,True,11240.0,,,,f_clean_makangs.csv
복스파,마사지,서울특별시 강남구 논현로 339,강남구,서울특별시 강남구,37.4954495,127.0391594,True,11230.0,,,,f_clean_makangs.csv
더힐링,마사지,서울특별시 은평구 응암로 247 3층,은평구,서울특별시 은평구,37.5942615,126.9178361,True,11120.0,,,,f_clean_makangs.csv
기체형관리,마사지,서울특별시 영등포구 국제금융로 112,영등포구,서울특별시 영등포구,37.518411,126.9338718,True,11190.0,,,,f_clean_makangs.csv
디올테라피,마사지,서울특별시 은평구 연서로 201,은평구,서울특별시 은평구,37.6167729,126.9186835,True,11120.0,연신내역,연신내역 5번 출구,연신내역 5번 출구 도보 5분,f_clean_makangs.csv
라꾸왁싱,왁싱,서울특별시 강남구 테헤란로4길 6 (센트럴 푸르지오 시티 B 지하 2층 220호),강남구,서울특별시 강남구,37.4977256,127.0292972,True,11230.0,강남역,강남역 1번 출구,강남역 1번 출구 도보 1분,f_clean_makangs.csv
고트테라피,마사지,서울특별시 서초구 신반포로47길 23,서초구,서울특별시 서초구,37.5117515,127.0190659,True,11220.0,논현역,논현역 7번 출구,논현역 7번 출구 인근,f_clean_makangs.csv
제니의왁싱스토리,왁싱,서울특별시 강남구 테헤란로14길 8,강남구,서울특별시 강남구,37.4986515,127.0329322,True,11230.0,역삼역,역삼역 3번 출구,역삼역 3번 출구 도보 5분,f_clean_makangs.csv
제이에스뷰티,왁싱,서울특별시 동대문구 휘경동 321-57 (이문로 36),동대문구,서울특별시 동대문구,37.590671,127.0565642,True,11060.0,회기역,회기역 1번 출구,회기역 1번 출구 도보 3분,f_clean_makangs.csv
치어풀포맨,왁싱,서울특별시 마포구 동교로38안길 13,마포구,서울특별시 마포구,37.5623744,126.9249132,True,11140.0,,,,f_clean_makangs.csv
박수정에스테틱,에스테틱,서울특별시 송파구 위례광장로 199 성희프라자 211호,송파구,서울특별시 송파구,37.4817325,127.1425671,True,11240.0,,,,f_clean_makangs.csv
라르본뷰티,에스테틱,서울특별시 서대문구 연세로 10-1,서대문구,서울특별시 서대문구,37.5564834,126.9371287,True,11130.0,,,,f_clean_makangs.csv
애플스웨디시,마사지,서울특별시 노원구 동일로 1700,노원구,서울특별시 노원구,37.6801858,127.0558304,True,11110.0,,,,f_clean_makangs.csv
루미오슈가링왁싱,왁싱,서울특별시 강남구 봉은사로4길 19 2층,강남구,서울특별시 강남구,37.5035436,127.0266028,True,11230.0,신논현역,신논현역 4번 출구,신논현역 4번 출구 도보 2분,f_clean_makangs.csv
민슈가링왁싱,왁싱,서울특별시 노원구 동일로 1323 2층,노원구,서울특별시 노원구,37.64674189999999,127.0626243,True,11110.0,,,,f_clean_makangs.csv
상봉왁싱앤뷰티,왁싱,서울특별시 중랑구 망우로 346,중랑구,서울특별시 중랑구,37.5971029,127.0911815,True,11070.0,,,,f_clean_makangs.csv
뷰티플래너,왁싱,서울특별시 서초구 사평대로56길 7 3층,서초구,서울특별시 서초구,37.5032198,127.0235681,True,11220.0,신논현역,신논현역 7번 출구,신논현역 7번 출구 도보 2분,f_clean_makangs.csv
문테라피,마사지,서울특별시 양천구 신정중앙로23길 7,양천구,서울특별시 양천구,37.5269404,126.8633942,True,11150.0,,,,f_clean_makangs.csv
황실테라피,마사지,서울특별시 송파구 백제고분로39길 14,송파구,서울특별시 송파구,37.5056119,127.1048512,True,11240.0,,,,f_clean_makangs.csv
진아로마,마사지,서울특별시 영등포구 영등포로 252,영등포구,서울특별시 영등포구,37.5188216,126.9092693,True,11190.0,,,,f_clean_makangs.csv
건전바디&풋,마사지,서울특별시 서초구 강남대로 523,서초구,서울특별시 서초구,37.5087854,127.0220511,True,11220.0,,,,f_clean_makangs.csv
숲스웨디시,마사지,"서울특별시 송파구 백제고분로7길 18, 3층",송파구,서울특별시 송파구,37.51045269999999,127.0808271,True,11240.0,,,,f_clean_makangs.csv
스파마사지,마사지,서울특별시 송파구 오금로,송파구,서울특별시 송파구,,,False,11240.0,,,,f_clean_makangs.csv
스킨쓰담,에스테틱,서울특별시 동작구 동작대로3길 10,동작구,서울특별시 동작구,37.4784611,126.9808174,True,11200.0,,,,f_clean_makangs.csv
도나두피&에스테틱,에스테틱,서울특별시 광진구 아차산로 291,광진구,서울특별시 광진구,37.5387523,127.0754541,True,11050.0,,,,f_clean_makangs.csv
아임제이왁싱,왁싱,서울특별시 강남구 논현로85길 5-5,강남구,서울특별시 강남구,37.4988753,127.0371562,True,11230.0,,,,f_clean_makangs.csv
닉스왁싱,왁싱,서울특별시 강남구 강남대로66길 14 2층,강남구,서울특별시 강남구,37.4917278,127.03184,True,11230.0,강남역,강남역 4번 출구,강남역 4번 출구 도보 8분,f_clean_makangs.csv
나세르래쉬,왁싱,서울특별시 중랑구 면목로45길 36 1층,중랑구,서울특별시 중랑구,37.5819581,127.0865273,True,11070.0,,,,f_clean_makangs.csv
프레쉬왁싱,왁싱,서울특별시 관악구 남부순환로 1622,관악구,서울특별시 관악구,37.4841554,126.9308614,True,11210.0,,,,f_clean_makangs.csv
감쪽뷰티,왁싱,서울특별시 동작구 보라매로 61-1,동작구,서울특별시 동작구,37.4949591,126.9271412,True,11200.0,,,,f_clean_makangs.csv
백세풋앤바디,마사지,서울특별시 구로구 디지털로32나길 34,구로구,서울특별시 구로구,37.4843569,126.9009936,True,11170.0,,,,f_clean_makangs.csv
포레스트앤스파,마사지,서울특별시 강남구 언주로130길 14,강남구,서울특별시 강남구,37.5148483,127.0367806,True,11230.0,학동역,,학동역 도보 7분,f_clean_makangs.csv
벨라테라피,마사지,서울특별시 마포구 홍익로 25,마포구,서울특별시 마포구,37.5544355,126.922117,True,11140.0,,,,f_clean_makangs.csv
마쏘왁싱,왁싱,서울특별시 강남구 논현로 428 2층,강남구,서울특별시 강남구,37.4985247,127.0384975,True,11230.0,역삼역,역삼역 1번 출구,역삼역 1번 출구 도보 4분,f_clean_makangs.csv
발리왁싱,왁싱,서울특별시 강동구 천호대로 1073,강동구,서울특별시 강동구,37.5366371,127.1313827,True,11250.0,,,,f_clean_makangs.csv
베스파,마사지,서울특별시 종로구 삼일대로17길 51,종로구,서울특별시 종로구,37.5691113,126.984665,True,11010.0,종각역,종각역 4번 출구,종각역 4번 출구 도보 2분,f_clean_makangs.csv
파스텔슈가링,왁싱,서울특별시 강남구 강남대로120길 36,강남구,서울특별시 강남구,37.507579,127.0263205,True,11230.0,신논현역,신논현역 3번 출구,신논현역 3번 출구 도보 8분,f_clean_makangs.csv
리엔케이,에스테틱,서울특별시 서초구 서초대로 347,서초구,서울특별시 서초구,37.4956498,127.0192299,True,11220.0,,,,f_clean_makangs.csv
뷰마인왁싱,왁싱,서울특별시 서초구 강남대로95길 9-18 402호,서초구,서울특별시 서초구,37.5130123,127.0192116,True,11220.0,논현역,논현역 6번 출구,논현역 6번 출구 도보 4분,f_clean_makangs.csv
포시즌왁싱,왁싱,서울특별시 강남구 선릉로107길 7 202호,강남구,서울특별시 강남구,37.5089434,127.0436686,True,11230.0,,,,f_clean_makangs.csv
에스텔뷰티,왁싱,서울특별시 서초구 강남대로95길 19-10 2층,서초구,서울특별시 서초구,37.5133089,127.0188019,True,11220.0,신사역,신사역 4번 출구,신사역 4번 출구 도보 5분,f_clean_makangs.csv
케이힐리테라피,에스테틱,서울특별시 강남구 테헤란로10길 9,강남구,서울특별시 강남구,37.4985164,127.0325625,True,11230.0,,,역삼동 823-42 그랑프리빌딩 2층,f_clean_makangs.csv
올인원왁싱,왁싱,서울특별시 송파구 송파대로 388 (송파동 96-6) 창영빌딩 3층,송파구,서울특별시 송파구,37.5023883,127.1102215,True,11240.0,송파역,송파역 1번 출구,송파역 1번 출구 도보 6분,f_clean_makangs.csv
콩콩이네,마사지,서울특별시 강남구 선릉로86길 31,강남구,서울특별시 강남구,37.5041507,127.0520978,True,11230.0,선릉역,선릉역 1번 출구,선릉역 1번 출구 도보 4분,f_clean_makangs.csv
아르떼테라피,마사지 1인샵,서울특별시 관악구 관악로16길 26,관악구,서울특별시 관악구,37.4800261,126.9539799,True,11210.0,서울대입구역,서울대입구역 1번 출구,서울대입구역 1번 출구 도보 2분 거리,f_clean_makangs.csv
헤라에스떼왁싱,왁싱,서울특별시 양천구 목동중앙남로3길 59 (목동 781-1) 2층,양천구,서울특별시 양천구,37.5355539,126.8643265,True,11150.0,목동역,목동역 3번 출구,목동역 3번 출구 도보 16분,f_clean_makangs.csv
휴타임,마사지,서울특별시 강북구 한천로 1042,강북구,서울특별시 강북구,37.6404649,127.0265144,True,11090.0,,,,f_clean_makangs.csv
이구타이,마사지,서울특별시 중랑구 망우로 428,중랑구,서울특별시 중랑구,37.5994803,127.0997358,True,11070.0,,,,f_clean_makangs.csv
로터스스파,마사지,서울특별시 강북구 솔샘로48길 3-8,강북구,서울특별시 강북구,37.619557,127.0189048,True,11090.0,,,,f_clean_makangs.csv
천혜마사지,마사지,서울특별시 동작구 상도로 73,동작구,서울특별시 동작구,37.4999015,126.9289165,True,11200.0,,,,f_clean_makangs.csv
티파니스웨디시,마사지,서울특별시 구로구 구로동,구로구,서울특별시 구로구,,,False,11170.0,,,,f_clean_makangs.csv
북경황제,마사지,서울특별시 동대문구 사가정로 229,동대문구,서울특별시 동대문구,37.5789929,127.070443,True,11060.0,,,,f_clean_makangs.csv
약손건강마사지,마사지,서울특별시 양천구 오목로 335,양천구,서울특별시 양천구,37.524839,126.8746723,True,11150.0,,,,f_clean_makangs.csv
뷰티쁨왁싱,왁싱,서울특별시 영등포구 신풍로 18-1 (신길동 428-11),영등포구,서울특별시 영등포구,37.4999794,126.9080049,True,11190.0,신풍역,신풍역 3번 출구,신풍역 3번 출구 도보 1분,f_clean_makangs.csv
유니크뷰티,왁싱,서울특별시 영등포구 시흥대로 589-8 (대림동 1122) 신대림자이,영등포구,서울특별시 영등포구,37.4860016,126.9022506,True,11190.0,구로디지털단지역,구로디지털단지역 5번 출구,구로디지털단지역 5번 출구 도보 2분,f_clean_makangs.csv
VIP스웨디시&왁싱,마사지,서울특별시 강남구 일원로 47,강남구,서울특별시 강남구,37.4897719,127.0816098,True,11230.0,,,,f_clean_makangs.csv
꿀단지왁싱,왁싱,서울특별시 은평구 갈현로 154 (구산동 11-1) 1층,은평구,서울특별시 은평구,37.6115591,126.9114576,True,11120.0,구산역,구산역 3번 출구,구산역 3번 출구 도보 10분,f_clean_makangs.csv
건강망고타이,마사지,서울특별시 구로구 경인로 163,구로구,서울특별시 구로구,37.4945102,126.8396769,True,11170.0,,,,f_clean_makangs.csv
유미스웨디시,마사지,서울특별시 강북구 도봉로8길 37,강북구,서울특별시 강북구,37.6121196,127.032241,True,11090.0,미아사거리역,미아사거리역 2번 출구,미아사거리역 2번 출구 3분,f_clean_makangs.csv
왕부풋샵,마사지,서울특별시 강서구 공항대로46길 21,강서구,서울특별시 강서구,37.5543864,126.8532288,True,11160.0,,,,f_clean_makangs.csv
브로남자왁싱,왁싱,서울특별시 성북구 동소문로22길 57-12,성북구,서울특별시 성북구,37.5906549,127.0192429,True,11080.0,,,,f_clean_makangs.csv
오투타이,마사지,서울특별시 서초구 서초대로75길 34,서초구,서울특별시 서초구,37.50057109999999,127.0251804,True,11220.0,,,,f_clean_makangs.csv
VIP스웨디시,마사지,서울특별시 관악구 관천로 43,관악구,서울특별시 관악구,37.4831741,126.9263947,True,11210.0,신림역,신림역 4번 출구,신림역 4번 출구 도보 4분,f_clean_makangs.csv
백세약손,마사지,서울특별시 관악구 남부순환로224길 13,관악구,서울특별시 관악구,37.480217,126.9533852,True,11210.0,,,,f_clean_makangs.csv
킹바디케어,마사지,서울특별시 영등포구 영등포로46길 7,영등포구,서울특별시 영등포구,37.5184976,126.907892,True,11190.0,,,,f_clean_makangs.csv
쿤타이,마사지,서울특별시 강서구 강서로 21,강서구,서울특별시 강서구,37.52979699999999,126.847556,True,11160.0,,,,f_clean_makangs.csv
탠블리,왁싱,서울특별시 강북구 도봉로10라길 20-13 (미아동 75-296) 1층,강북구,서울특별시 강북구,37.6149668,127.03214,True,11090.0,미아사거리역,미아사거리역 1번 출구,미아사거리역 1번 출구 도보 3분,f_clean_makangs.csv
이아왁싱샵,왁싱,서울특별시 서초구 효령로 303 10동 302호,서초구,서울특별시 서초구,37.4855157,127.0173132,True,11220.0,남부터미널역,남부터미널역 2번 출구,남부터미널역 2번출구 본죽 안쪽 출입구 이용 후 3층으로 올라오세요.,f_clean_makangs.csv
아나퍼왁싱,왁싱,서울특별시 강서구 가양동 1479-8 201호,강서구,서울특별시 강서구,37.5637113,126.8509198,True,11160.0,가양역,가양역 1번 출구,가양역 1번 출구 도보 3분,f_clean_makangs.csv
이너스킨,에스테틱,서울특별시 노원구 노해로85길 1 열방포도원빌딩 5층 502호,노원구,서울특별시 노원구,37.6556019,127.0650827,True,11110.0,노원역,노원역 1번 출구,노원역 1번출구에서 도보 5분거리 문화의거리 위치,f_clean_makangs.csv
테라피하라,마사지,서울특별시 마포구 도화동 251-1 근신빌딩 별관 1층,마포구,서울특별시 마포구,37.5385317,126.9470974,True,11140.0,,,,f_clean_makangs.csv
이루다살롱,마사지,서울특별시 강남구 역삼동 623-22,강남구,서울특별시 강남구,37.5034405,127.0301385,True,11230.0,신논현역,신논현역 4번 출구,신논현역 4번 출구 도보 7분거리,f_clean_makangs.csv
약손바디,마사지,서울특별시 송파구 삼학사로 63,송파구,서울특별시 송파구,37.5029378,127.096755,True,11240.0,,,,f_clean_makangs.csv
블랙로즈,마사지,서울특별시 강남구 강남대로152길 22,강남구,서울특별시 강남구,37.5174321,127.0212712,True,11230.0,신사역,신사역 8번 출구,신사역 8번 출구 도보 2분,f_clean_makangs.csv
홀리뷰티,왁싱,서울특별시 강서구 공항대로 269-15 (마곡동 797-14) 힐스테이트에코마곡 3층,강서구,서울특별시 강서구,37.5596207,126.8372262,True,11160.0,발산역,발산역 1번 출구,발산역 1번 출구 도보 1분,f_clean_makangs.csv
인스타테라피,마사지,서울특별시 강남구 강남대로112길 34,강남구,서울특별시 강남구,37.5058367,127.0271314,True,11230.0,,,,f_clean_makangs.csv
설아살롱,마사지 1인샵,서울특별시 강남구 테헤란로 13길 65,강남구,서울특별시 강남구,37.5034405,127.0301385,True,11230.0,,,,f_clean_makangs.csv
더킹스웨디시,마사지,서울특별시 강동구 천호대로177길 34,강동구,서울특별시 강동구,37.5359454,127.1380055,True,11250.0,,,,f_clean_makangs.csv
에스테라피&에스스웨디시,마사지,서울특별시 용산구 한강대로102길 3,용산구,서울특별시 용산구,37.54995419999999,126.9723102,True,11030.0,,,,f_clean_makangs.csv
왁싱하우스,왁싱,서울특별시 강서구 마곡동로4길 23 (마곡동 797-12) 루체브릿지 3층,강서구,서울특별시 강서구,37.55965399999999,126.8362076,True,11160.0,발산역,발산역 9번 출구,발산역 9번 출구 도보 3분,f_clean_makangs.csv
홍대A세신마사지,마사지,서울특별시 마포구 동교로 220-7,마포구,서울특별시 마포구,37.5595684,126.9242579,True,11140.0,홍대입구역,홍대입구역 3번 출구,홍대입구역 3번 출구 도보 3분,f_clean_makangs.csv
보희살롱,마사지,서울특별시 강남구 테헤란로13길 65,강남구,서울특별시 강남구,37.5034405,127.0301385,True,11230.0,,,,f_clean_makangs.csv
리치테라피,마사지 1인샵,서울특별시 구로구 도림천로 448,구로구,서울특별시 구로구,37.4856829,126.8990538,True,11170.0,구로디지털단지역,구로디지털단지역 3번 출구,구로디지털단지역 3번 출구 도보 2분,f_clean_makangs.csv
더봄),마사지 더로웰(구,서울특별시 영등포구 국회대로,영등포구,서울특별시 영등포구,37.52746911,126.9180677,False,11190.0,국회의사당역,국회의사당역 4번 출구,여의도동 (국회의사당역 4번 출구 인근),f_clean_makangs.csv
VIP바디케어,마사지,서울특별시 영등포구 영중로10길 16,영등포구,서울특별시 영등포구,37.5188593,126.9069498,True,11190.0,,,,f_clean_makangs.csv
야놀자스웨디시,마사지 1인샵,서울특별시 관악구 신림동 (상세주소 문의),관악구,서울특별시 관악구,37.48387914,126.9295575,False,11210.0,신림역,신림역 3번 출구,신림역 3번 출구 도보 3분,f_clean_makangs.csv
도희샵,마사지 1인샵,서울특별시 송파구 방이동 (올림픽로),송파구,서울특별시 송파구,37.51712755,127.1124198,False,11240.0,몽촌토성역,몽촌토성역 3번 출구,몽촌토성역 3번 출구 도보 3분,f_clean_makangs.csv
아트인아이브로우바,왁싱,서울특별시 강서구 마곡중앙로 171 (마곡동 757-2) 마곡나루역프라이빗타워Ⅱ 305호,강서구,서울특별시 강서구,37.56904660000001,126.8277777,True,11160.0,마곡나루역,마곡나루역 2번 출구,마곡나루역 2번 출구 도보 4분,f_clean_makangs.csv
세신샵수련,세신마사지,서울특별시 중구 다산로36길 11,중구,서울특별시 중구,37.56287330000001,127.0162116,True,11020.0,신당역,,신당역 인근,f_clean_makangs.csv
