source_site,crawled_at,listing_url,detail_url,external_id,name_raw,category_raw,address_raw,map_url_raw,status_raw
gmnara.com,2026-01-19 17:29:01,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=20259367&disp=popup,20259367,,,,https://www.google.co.kr/search?q=건마나라,
gmnara.com,2026-01-19 17:29:02,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=10&disp=popup,10,,,,https://www.google.co.kr/search?q=건마나라,
gmnara.com,2026-01-19 17:29:02,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=2649&disp=popup,2649,,,,https://www.google.co.kr/search?q=건마나라,
gmnara.com,2026-01-19 17:29:03,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=20259372&disp=popup,20259372,,,,https://www.google.co.kr/search?q=건마나라,
gmnara.com,2026-01-19 17:29:04,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=2642&disp=popup,2642,[ 로드샵 ] 별아로마,,서울 강남구 강남대로 지하 396 (역삼동) 강남역,https://www.google.co.kr/search?q=건마나라,
gmnara.com,2026-01-19 17:29:04,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=2678&disp=popup,2678,[ 로드샵 ] 즐겨찾기,,서울 서초구 강남대로 48-3 (양재동) 양재동,https://www.google.co.kr/search?q=건마나라,
gmnara.com,2026-01-19 17:29:05,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=20259357&disp=popup,20259357,[ 로드샵 ] 소망스웨디시,,서울 서초구 남부순환로 지하 2585 (서초동) 양재역2번출구,https://www.google.co.kr/search?q=건마나라,
gmnara.com,2026-01-19 17:29:05,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=20259472&disp=popup,20259472,[ 로드샵 ] 강남 vip스웨디시&왁싱샵,,서울 강남구 일원로 지하 2 (일원동) 대청역 4번출구로 나와서 직진,https://www.google.co.kr/search?q=건마나라,
gmnara.com,2026-01-19 17:29:05,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=20252610&disp=popup,20252610,[ 로드샵 ] 강남일급수스웨디시,,서울 강남구 학동로 지하 102 (논현동) 논혁역7번출구,https://www.google.co.kr/search?q=건마나라,
gmnara.com,2026-01-19 17:29:06,https://gmnara.com/b/cp?area=%EA%B0%95%EB%82%A8,https://gmnara.com/?m=bbs&bid=cp&mod=view&uid=20259352&disp=popup,20259352,[ 로드샵 ] 구인마사지,,서울 강북구 도봉로 지하 50 (미아동) 미아사거리역3번출구,https://www.google.co.kr/search?q=건마나라,
