name,gu,address,lat,lng
슈가스웨디시,도봉구,서울특별시 도봉구 마들로11가길 16,37.65255399999999,127.0489165
다이아테라피,강남구,서울특별시 강남구 선릉로152길 25,37.5244849,127.0416926
골드문,동대문구,서울특별시 동대문구 전농로 91,37.5732629,127.0570557
